conf:
                      batch_size: 20
                    bg_thresh_hi: 0.3000
                    bg_thresh_lo: 0
                       bg_weight: 1
         drop_boxes_runoff_image: 1
                     feat_stride: 4
                     fg_fraction: 0.5000
                       fg_thresh: 0.5000
                     image_means: [1x1x3 single]
                   ims_per_batch: 2
                        max_size: 512
                 max_test_length: 3008
                 min_test_length: 64
                        rng_seed: 6
                          scales: 512
                  target_only_gt: 1
                     test_binary: 0
    test_drop_boxes_runoff_image: 0
                   test_max_size: 512
             test_min_box_height: 8
               test_min_box_size: 8
                        test_nms: 0.5000
                test_scale_range: [0.5000 1 2]
                     test_scales: 512
                     use_flipped: 0
                         use_gpu: 1
                        exp_name: 'old_conv3_s4'
                output_width_map: [1x1 containers.Map]
               output_height_map: [1x1 containers.Map]
                         anchors: [5 5 12 12]

opts:
                 cache_name: 'widerface_VGG16_stage1_rpn'
                       conf: [1x1 struct]
                     do_val: 1
    empty_image_sample_step: 1
                   exp_name: 'old_conv3_s4'
                 imdb_train: {[1x1 struct]}
                   imdb_val: [1x1 struct]
                   net_file: 'D:\RPN_BF_master\models\VGG16_widerface\pre_trained_models\vgg_16layers\v…'
                roidb_train: {[1x1 struct]}
                  roidb_val: [1x1 struct]
          snapshot_interval: 2000
            solver_def_file: 'D:\RPN_BF_master\models\VGG16_widerface\rpn_prototxts\vgg_leave\solver_30…'
               val_interval: 2000
                  val_iters: 1000

Preparing training data...Done.
Preparing validation data...Done.
Iter 1, Image 3086, 1880: 1.3 Hz, accuarcy = 0.5712, loss_bbox = 0.0000, loss_cls = 0.6918, accuracy_fg = 0.0000, accuracy_bg = 0.6000, 
Iter 708, Image 5250, 7851: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0063, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 709, Image 2064, 10741: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0211, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 710, Image 11244, 11140: 1.6 Hz, accuarcy = 0.9950, loss_bbox = 0.0000, loss_cls = 0.0679, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 711, Image 7089, 11705: 1.9 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0012, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 712, Image 4739, 4292: 1.6 Hz, accuarcy = 0.9977, loss_bbox = 0.0000, loss_cls = 0.0695, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 713, Image 9022, 9668: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0444, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 714, Image 5182, 1147: 1.7 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0394, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 715, Image 929, 8177: 1.7 Hz, accuarcy = 0.9986, loss_bbox = 0.0000, loss_cls = 0.0535, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 716, Image 4460, 8750: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0029, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 717, Image 7943, 2673: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0069, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 718, Image 190, 9385: 1.6 Hz, accuarcy = 0.9997, loss_bbox = 0.0002, loss_cls = 0.3266, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 719, Image 10782, 2743: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0148, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 720, Image 678, 11631: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0163, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 721, Image 721, 9210: 1.6 Hz, accuarcy = 0.9981, loss_bbox = 0.0000, loss_cls = 0.0795, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 722, Image 10484, 1017: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0104, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 723, Image 660, 9743: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0174, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 724, Image 2151, 8012: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0153, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 725, Image 2024, 11751: 1.7 Hz, accuarcy = 0.9980, loss_bbox = 0.0000, loss_cls = 0.0314, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 726, Image 1259, 3950: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0082, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 727, Image 6020, 7844: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0013, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 728, Image 5281, 9006: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0021, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 729, Image 6975, 3871: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0120, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 730, Image 5378, 6911: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0185, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 731, Image 876, 4107: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0058, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 732, Image 2247, 5165: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0012, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 733, Image 3627, 1457: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0126, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 734, Image 1902, 2925: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0014, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 735, Image 9792, 5742: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0019, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 736, Image 4786, 8723: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0088, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 737, Image 3216, 6402: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0013, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 738, Image 7879, 2370: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0021, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 739, Image 5725, 7492: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0137, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 740, Image 1236, 5018: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0118, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 741, Image 3357, 2854: 1.7 Hz, accuarcy = 0.9987, loss_bbox = 0.0002, loss_cls = 0.3082, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 742, Image 809, 7283: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0202, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 743, Image 5956, 6296: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0021, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 744, Image 1130, 5074: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0190, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 745, Image 5511, 988: 1.8 Hz, accuarcy = 0.9998, loss_bbox = 0.0002, loss_cls = 0.2183, accuracy_fg = 0.4000, accuracy_bg = 1.0000, 
Iter 746, Image 7989, 558: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0024, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 747, Image 3421, 3705: 1.8 Hz, accuarcy = 0.9997, loss_bbox = 0.0002, loss_cls = 0.2343, accuracy_fg = 0.2000, accuracy_bg = 1.0000, 
Iter 748, Image 4533, 1866: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0044, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 749, Image 11077, 9934: 1.8 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0257, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 750, Image 2939, 6483: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0351, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 751, Image 7373, 11257: 1.7 Hz, accuarcy = 0.9994, loss_bbox = 0.0000, loss_cls = 0.0329, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 752, Image 6008, 10346: 1.6 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0325, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 753, Image 295, 6726: 1.8 Hz, accuarcy = 0.9997, loss_bbox = 0.0002, loss_cls = 0.2774, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 754, Image 3781, 6055: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0050, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 755, Image 6863, 11337: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0074, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 756, Image 8235, 11227: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0030, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 757, Image 1307, 6388: 1.7 Hz, accuarcy = 0.9984, loss_bbox = 0.0003, loss_cls = 0.4778, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 758, Image 11177, 11840: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0142, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 759, Image 9400, 2334: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0082, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 760, Image 11104, 1261: 1.6 Hz, accuarcy = 0.9991, loss_bbox = 0.0000, loss_cls = 0.0514, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 761, Image 5184, 6086: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0153, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 762, Image 6741, 11565: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0035, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 763, Image 3625, 4849: 1.7 Hz, accuarcy = 0.9973, loss_bbox = 0.0002, loss_cls = 0.3681, accuracy_fg = 0.4000, accuracy_bg = 1.0000, 
Iter 764, Image 11887, 6275: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0207, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 765, Image 915, 8110: 1.6 Hz, accuarcy = 0.9965, loss_bbox = 0.0000, loss_cls = 0.1875, accuracy_fg = 0.0000, accuracy_bg = 0.9444, 
Iter 766, Image 404, 9939: 1.6 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0237, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 767, Image 5001, 3260: 1.8 Hz, accuarcy = 0.9945, loss_bbox = 0.0004, loss_cls = 0.3217, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 768, Image 8528, 8494: 1.6 Hz, accuarcy = 0.9966, loss_bbox = 0.0000, loss_cls = 0.0353, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 769, Image 5237, 6896: 1.8 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0253, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 770, Image 3755, 9429: 1.8 Hz, accuarcy = 0.9988, loss_bbox = 0.0000, loss_cls = 0.0439, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 771, Image 10430, 8266: 1.9 Hz, accuarcy = 0.9983, loss_bbox = 0.0000, loss_cls = 0.0456, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 772, Image 7382, 5509: 1.7 Hz, accuarcy = 0.9984, loss_bbox = 0.0001, loss_cls = 0.2475, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 773, Image 372, 11543: 1.6 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0152, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 774, Image 1646, 11441: 1.8 Hz, accuarcy = 0.9966, loss_bbox = 0.0002, loss_cls = 0.1608, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 775, Image 798, 2758: 1.7 Hz, accuarcy = 0.9772, loss_bbox = 0.0002, loss_cls = 0.2059, accuracy_fg = 0.6000, accuracy_bg = 0.9333, 
Iter 776, Image 8337, 9459: 1.8 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0171, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 777, Image 140, 10184: 1.6 Hz, accuarcy = 0.9907, loss_bbox = 0.0002, loss_cls = 0.1536, accuracy_fg = 1.0000, accuracy_bg = 1.0000, 
Iter 778, Image 10368, 10761: 1.7 Hz, accuarcy = 0.9959, loss_bbox = 0.0000, loss_cls = 0.0663, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 779, Image 7353, 3987: 1.8 Hz, accuarcy = 0.9981, loss_bbox = 0.0000, loss_cls = 0.0337, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 780, Image 4863, 7531: 1.7 Hz, accuarcy = 0.9962, loss_bbox = 0.0000, loss_cls = 0.0043, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 781, Image 11808, 8363: 1.7 Hz, accuarcy = 0.9924, loss_bbox = 0.0000, loss_cls = 0.1144, accuracy_fg = 0.0000, accuracy_bg = 0.9474, 
Iter 782, Image 2456, 8259: 1.7 Hz, accuarcy = 0.9954, loss_bbox = 0.0000, loss_cls = 0.0293, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 783, Image 5631, 2059: 1.7 Hz, accuarcy = 0.9941, loss_bbox = 0.0000, loss_cls = 0.0218, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 784, Image 7963, 639: 1.8 Hz, accuarcy = 0.9946, loss_bbox = 0.0000, loss_cls = 0.0376, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 785, Image 472, 5885: 1.7 Hz, accuarcy = 0.9877, loss_bbox = 0.0000, loss_cls = 0.0271, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 786, Image 10233, 2727: 1.7 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0222, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 787, Image 6184, 5642: 1.8 Hz, accuarcy = 0.9982, loss_bbox = 0.0000, loss_cls = 0.0125, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 788, Image 5647, 10713: 1.8 Hz, accuarcy = 0.9987, loss_bbox = 0.0000, loss_cls = 0.0259, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 789, Image 3723, 411: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0097, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 790, Image 9463, 5166: 1.7 Hz, accuarcy = 0.9978, loss_bbox = 0.0000, loss_cls = 0.0012, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 791, Image 2690, 613: 1.6 Hz, accuarcy = 0.9962, loss_bbox = 0.0000, loss_cls = 0.0324, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 792, Image 2390, 2298: 1.8 Hz, accuarcy = 0.9962, loss_bbox = 0.0000, loss_cls = 0.0274, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 793, Image 11643, 10752: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0228, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 794, Image 5794, 1091: 1.6 Hz, accuarcy = 0.9862, loss_bbox = 0.0003, loss_cls = 0.1835, accuracy_fg = 1.0000, accuracy_bg = 1.0000, 
Iter 795, Image 1925, 2964: 1.8 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.0088, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 796, Image 421, 10193: 1.7 Hz, accuarcy = 0.9905, loss_bbox = 0.0000, loss_cls = 0.0466, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 797, Image 8597, 5700: 1.7 Hz, accuarcy = 0.9988, loss_bbox = 0.0000, loss_cls = 0.0147, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 798, Image 5694, 5801: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0050, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 799, Image 4695, 9816: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0029, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 800, Image 5215, 9009: 1.8 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0019, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 801, Image 828, 10239: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0095, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 802, Image 9160, 2430: 1.8 Hz, accuarcy = 0.9952, loss_bbox = 0.0000, loss_cls = 0.0166, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 803, Image 3075, 4110: 1.8 Hz, accuarcy = 0.9999, loss_bbox = 0.0001, loss_cls = 0.4672, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 804, Image 5905, 7305: 1.7 Hz, accuarcy = 0.9996, loss_bbox = 0.0000, loss_cls = 0.0251, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 805, Image 9287, 9901: 1.8 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0006, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 806, Image 7069, 2951: 1.8 Hz, accuarcy = 0.9839, loss_bbox = 0.0003, loss_cls = 0.2934, accuracy_fg = 0.6000, accuracy_bg = 1.0000, 
Iter 807, Image 1962, 11626: 1.8 Hz, accuarcy = 0.9992, loss_bbox = 0.0000, loss_cls = 0.0304, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 808, Image 6339, 3236: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0016, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 809, Image 5392, 4608: 1.8 Hz, accuarcy = 0.9990, loss_bbox = 0.0000, loss_cls = 0.0148, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 810, Image 6182, 4679: 1.6 Hz, accuarcy = 0.9984, loss_bbox = 0.0002, loss_cls = 0.3475, accuracy_fg = 0.2000, accuracy_bg = 1.0000, 
Iter 811, Image 3682, 1871: 1.7 Hz, accuarcy = 0.9717, loss_bbox = 0.0002, loss_cls = 0.1967, accuracy_fg = 1.0000, accuracy_bg = 0.9333, 
Iter 812, Image 7775, 2935: 1.6 Hz, accuarcy = 0.9962, loss_bbox = 0.0000, loss_cls = 0.0219, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 813, Image 157, 3710: 1.7 Hz, accuarcy = 0.9195, loss_bbox = 0.0004, loss_cls = 0.4288, accuracy_fg = 0.8333, accuracy_bg = 0.7857, 
Iter 814, Image 5150, 9373: 1.6 Hz, accuarcy = 0.9987, loss_bbox = 0.0000, loss_cls = 0.0158, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 815, Image 4284, 8444: 1.7 Hz, accuarcy = 0.9991, loss_bbox = 0.0000, loss_cls = 0.0265, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 816, Image 9100, 11520: 1.6 Hz, accuarcy = 0.9990, loss_bbox = 0.0000, loss_cls = 0.0039, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 817, Image 7102, 6368: 1.8 Hz, accuarcy = 0.9987, loss_bbox = 0.0000, loss_cls = 0.0361, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 818, Image 4522, 3572: 1.7 Hz, accuarcy = 0.9994, loss_bbox = 0.0000, loss_cls = 0.0156, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 819, Image 10708, 2245: 1.7 Hz, accuarcy = 0.9993, loss_bbox = 0.0000, loss_cls = 0.0102, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 820, Image 8686, 8878: 1.7 Hz, accuarcy = 0.9946, loss_bbox = 0.0000, loss_cls = 0.0638, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 821, Image 4171, 844: 1.8 Hz, accuarcy = 0.9899, loss_bbox = 0.0002, loss_cls = 0.1493, accuracy_fg = 1.0000, accuracy_bg = 1.0000, 
Iter 822, Image 3858, 693: 1.8 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0020, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 823, Image 8936, 8014: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0102, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 824, Image 11702, 5659: 1.6 Hz, accuarcy = 0.9994, loss_bbox = 0.0000, loss_cls = 0.0087, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 825, Image 7884, 293: 1.8 Hz, accuarcy = 0.9991, loss_bbox = 0.0000, loss_cls = 0.0151, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 826, Image 8945, 9204: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0088, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 827, Image 4596, 1397: 1.9 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0014, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 828, Image 4558, 1050: 1.7 Hz, accuarcy = 0.9948, loss_bbox = 0.0001, loss_cls = 0.0533, accuracy_fg = 1.0000, accuracy_bg = 1.0000, 
Iter 829, Image 2069, 3943: 1.7 Hz, accuarcy = 0.9951, loss_bbox = 0.0000, loss_cls = 0.0908, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 830, Image 11852, 7899: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0092, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 831, Image 6536, 11360: 1.7 Hz, accuarcy = 0.9978, loss_bbox = 0.0000, loss_cls = 0.0172, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 832, Image 11591, 97: 1.6 Hz, accuarcy = 0.9995, loss_bbox = 0.0000, loss_cls = 0.0915, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 833, Image 6749, 11035: 1.7 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.0120, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 834, Image 8408, 506: 1.7 Hz, accuarcy = 0.9969, loss_bbox = 0.0000, loss_cls = 0.0306, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 835, Image 8995, 5738: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0025, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 836, Image 1526, 771: 1.7 Hz, accuarcy = 0.9997, loss_bbox = 0.0001, loss_cls = 0.4249, accuracy_fg = 0.0000, accuracy_bg = 0.9444, 
Iter 837, Image 8147, 4883: 1.7 Hz, accuarcy = 0.9987, loss_bbox = 0.0000, loss_cls = 0.0410, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 838, Image 7123, 7770: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0060, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 839, Image 5083, 4288: 1.7 Hz, accuarcy = 0.9997, loss_bbox = 0.0000, loss_cls = 0.0345, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 840, Image 7809, 2451: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0001, loss_cls = 0.1041, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 841, Image 10532, 7269: 1.6 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0139, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 842, Image 2685, 6277: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0004, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 843, Image 2368, 9157: 1.7 Hz, accuarcy = 0.9994, loss_bbox = 0.0001, loss_cls = 0.2434, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 844, Image 1494, 830: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0000, loss_cls = 0.0028, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 845, Image 7091, 11069: 1.7 Hz, accuarcy = 0.9999, loss_bbox = 0.0000, loss_cls = 0.0044, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 846, Image 6512, 7445: 1.5 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0079, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 847, Image 9751, 1856: 1.7 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0038, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 848, Image 6134, 9762: 1.6 Hz, accuarcy = 1.0000, loss_bbox = 0.0000, loss_cls = 0.0118, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
Iter 849, Image 10981, 3556: 1.7 Hz, accuarcy = 0.9979, loss_bbox = 0.0003, loss_cls = 0.1925, accuracy_fg = 0.4000, accuracy_bg = 1.0000, 
Iter 850, Image 3087, 3777: 1.7 Hz, accuarcy = 0.9998, loss_bbox = 0.0004, loss_cls = 0.9409, accuracy_fg = 0.0000, accuracy_bg = 1.0000, 
